id,address,latitude,longitude
15184,"улица Лесохимиков, дом 8",56.319408,43.919991
15185,"улица Лейтенанта Шмидта, дом 1",56.289131,43.925022
15186,"улица Лейтенанта Шмидта, дом 1А",56.292007,43.923729
15187,"улица Лейтенанта Шмидта, дом 1Ак1",56.291649,43.922436
15188,"улица Лейтенанта Шмидта, дом 1АК2",56.291435,43.922909
15189,"улица Лейтенанта Шмидта, дом 1Ак3",56.291752,43.923008
15190,"улица Лейтенанта Шмидта, дом 1АК4",56.291519,43.924232
15191,"улица Лейтенанта Шмидта, дом 1Б",56.290649,43.924751
15192,"улица Лейтенанта Шмидта, дом 1Бк1",56.290474,43.924221
15193,"улица Лейтенанта Шмидта, дом 1БК10",56.291080,43.923935
15194,"улица Лейтенанта Шмидта, дом 1Бк2",56.290329,43.923466
15195,"улица Лейтенанта Шмидта, дом 1Бк3",56.291187,43.923332
15196,"улица Лейтенанта Шмидта, дом 1Бк4",56.291035,43.922596
15197,"улица Лейтенанта Шмидта, дом 1БК5",56.291080,43.923153
15198,"улица Лейтенанта Шмидта, дом 1к1",56.289726,43.923923
15199,"улица Лейтенанта Шмидта, дом 1к2",56.289845,43.924732
15200,"улица Лейтенанта Шмидта, дом 1к3",56.289646,43.924637
15201,"улица Лейтенанта Шмидта, дом 2",56.290264,43.925819
15202,"улица Лейтенанта Шмидта, дом 2А",56.291149,43.925705
15203,"улица Лейтенанта Шмидта, дом 2АК1",56.291080,43.926296
15204,"улица Лейтенанта Шмидта, дом 2В",56.288750,43.925846
15205,"улица Лейтенанта Шмидта, дом 3",56.298508,43.921654
15206,"улица Лейтенанта Шмидта, дом 4",56.292183,43.925964
15207,"улица Лейтенанта Шмидта, дом 4А",56.291515,43.926163
15208,"улица Лейтенанта Шмидта, дом 4Ак1",56.292072,43.926701
15209,"улица Лейтенанта Шмидта, дом 4Ак11",56.292862,43.927151
15210,"улица Лейтенанта Шмидта, дом 4Ак5",56.292461,43.927376
15211,"улица Лейтенанта Шмидта, дом 4Б",56.291203,43.926918
15212,"улица Лейтенанта Шмидта, дом 4к1",56.291393,43.925194
15213,"улица Лейтенанта Шмидта, дом 5",56.298092,43.921635
15214,"улица Лейтенанта Шмидта, дом 6",56.292881,43.924751
15215,"улица Лейтенанта Шмидта, дом 7",56.297749,43.921543
15216,"улица Лейтенанта Шмидта, дом 10",56.296150,43.922543
15217,"улица Лейтенанта Шмидта, дом 11",56.295975,43.922596
15218,"улица Лейтенанта Шмидта, дом 14",56.293911,43.923233
15219,"улица Лейтенанта Шмидта, дом 14А",56.293846,43.922623
15220,"улица Лейтенанта Шмидта, дом 14Б",56.294052,43.922695
15221,"улица Лейтенанта Шмидта, дом 15",56.293667,43.923340
15222,"улица Лейтенанта Шмидта, дом 16",56.293423,43.923412
15223,"улица Лейтенанта Шмидта, дом 17",56.293167,43.923504
15224,"Можайская улица, дом 1",56.292202,43.897343
15225,"Можайская улица, дом 2",56.292526,43.896984
15226,"Можайская улица, дом 3",56.292091,43.896381
15227,"Можайская улица, дом 3А",56.292145,43.896832
15228,"Можайская улица, дом 5",56.292065,43.896042
15229,"Можайская улица, дом 5А",56.292034,43.895782
15230,"Можайская улица, дом 7",56.291988,43.895432
15231,"Можайская улица, дом 9",56.291889,43.894505
15232,"Можайская улица, дом 9А",56.291977,43.895069
15233,"Можайская улица, дом 9Б",56.291931,43.894855
15234,"Можайская улица, дом 11",56.291855,43.894165
15235,"Можайская улица, дом 13",56.291759,43.893356
15236,"Можайская улица, дом 14",56.292107,43.893257
15237,"Можайская улица, дом 15",56.291714,43.892906
15238,"Можайская улица, дом 16",56.292068,43.892719
15239,"Можайская улица, дом 16А",56.292053,43.892475
15240,"Можайская улица, дом 17",56.291710,43.892666
15241,"Можайская улица, дом 18",56.292034,43.892136
15242,"Можайская улица, дом 19",56.291615,43.892090
15243,"Можайская улица, дом 20",56.292004,43.891846
15244,"Можайская улица, дом 21",56.291557,43.891541
15245,"Можайская улица, дом 22А",56.291969,43.891506
15246,"Можайская улица, дом 23",56.291420,43.891083
15247,"Можайская улица, дом 25",56.291428,43.890671
15248,"Норвежская улица, дом 3",56.295204,44.022175
15249,"Норвежская улица, дом 4",56.296181,44.026299
15250,"Норвежская улица, дом 4А",56.295605,44.022182
15251,"Норвежская улица, дом 5",56.295277,44.022579
15252,"Норвежская улица, дом 6",56.296577,44.029171
15253,"Норвежская улица, дом 6А",56.295586,44.022705
15254,"Норвежская улица, дом 6к2",56.297173,44.029037
15255,"Норвежская улица, дом 6к3",56.297062,44.029556
15256,"Норвежская улица, дом 7",56.295341,44.023098
15257,"Норвежская улица, дом 8",56.295631,44.023083
15258,"Норвежская улица, дом 9",56.295414,44.023640
15259,"Норвежская улица, дом 10",56.295673,44.023434
15260,"Норвежская улица, дом 11",56.295471,44.024033
15261,"Норвежская улица, дом 12",56.295727,44.023800
15262,"Норвежская улица, дом 13",56.295540,44.024548
15263,"Норвежская улица, дом 14",56.295761,44.024113
15264,"Норвежская улица, дом 15",56.295639,44.025272
15265,"Норвежская улица, дом 16",56.295818,44.024391
15266,"Норвежская улица, дом 17",56.295715,44.025909
15267,"Норвежская улица, дом 19",56.295807,44.026424
15268,"Норвежская улица, дом 21",56.295898,44.027023
15269,"Норвежская улица, дом 23",56.295979,44.027580
15270,"Норвежская улица, дом 25",56.296028,44.028111
15271,"Норвежская улица, дом 29",56.296108,44.028805
15272,"Норвежская улица, дом 31",56.296169,44.029224
15273,"Норвежская улица, дом 33",56.296272,44.029980
15274,"Норвежская улица, дом 37",56.296398,44.030853
15275,"улица Васенко, дом 1",56.348690,43.870468
15276,"улица Васенко, дом 2",56.349388,43.870495
15277,"улица Васенко, дом 3",56.349007,43.871651
15278,"улица Васенко, дом 4",56.349331,43.872810
15279,"улица Васенко, дом 5",56.349480,43.873432
15280,"улица Васенко, дом 9",56.349644,43.874161
15281,"улица Васенко, дом 11",56.350182,43.874599
15282,"Комсомольская улица, дом 1",56.251816,43.865013
15283,"Комсомольская улица, дом 1Б",56.251518,43.868050
15284,"Комсомольская улица, дом 2",56.252434,43.864342
15285,"Комсомольская улица, дом 2А",56.252026,43.868984
15286,"Комсомольская улица, дом 2Б",56.252102,43.868195
15287,"Комсомольская улица, дом 2В",56.252136,43.867531
15288,"Комсомольская улица, дом 3",56.251469,43.864483
15289,"Комсомольская улица, дом 4",56.252712,43.862030
15290,"Комсомольская улица, дом 5",56.251904,43.864117
15291,"Комсомольская улица, дом 6",56.253551,43.860458
15292,"Комсомольская улица, дом 7",56.251541,43.863575
15293,"Комсомольская улица, дом 8",56.252934,43.859661
15294,"Комсомольская улица, дом 8А",56.253056,43.858337
15295,"Комсомольская улица, дом 9",56.251987,43.863197
15296,"Комсомольская улица, дом 10",56.253304,43.855724
15297,"Комсомольская улица, дом 10А",56.254261,43.855080
15298,"Комсомольская улица, дом 11",56.251633,43.862625
15299,"Комсомольская улица, дом 13",56.252048,43.861034
15300,"Комсомольская улица, дом 15",56.251476,43.861412
15301,"Комсомольская улица, дом 17",56.252357,43.857307
15302,"Комсомольская улица, дом 17к1",56.252499,43.856030
15303,"Комсомольская улица, дом 19",56.251766,43.857075
15304,"Комсомольская улица, дом 21",56.252514,43.854790
15305,"Комсомольская улица, дом 33",56.252941,43.850903
15306,"Комсомольская улица, дом 35",56.253078,43.848469
15307,"Комсомольская улица, дом 35А",56.252666,43.849789
15308,"Комсомольская улица, дом 35Ас1",56.252209,43.849472
15309,"Комсомольская улица, дом 35Б",56.253307,43.846966
15310,"Комсомольская улица, дом 37",56.253242,43.845547
15311,"Комсомольская улица, дом 38А",56.253933,43.848629
15312,"Комсомольская улица, дом 39",56.253288,43.843147
15313,"Комсомольская улица, дом 40",56.254227,43.850784
15314,"Комсомольская улица, дом 40А",56.253990,43.847244
15315,"Комсомольская улица, дом 40Б",56.253761,43.850929
15316,"Комсомольская улица, дом 40к1",56.253502,43.850651
15317,"Комсомольская улица, дом 40к2",56.253529,43.851009
15318,"Комсомольская улица, дом 40к3",56.253765,43.850307
15319,"Комсомольская улица, дом 42",56.254429,43.849743
15320,"Комсомольская улица, дом 42А",56.253933,43.846733
15321,"Комсомольская улица, дом 44",56.255730,43.848583
15322,"Комсомольская улица, дом 44А",56.253986,43.846176
15323,"Комсомольская улица, дом 44Б",56.255245,43.848770
15324,"Комсомольская улица, дом 44В",56.255493,43.848045
15325,"Комсомольская улица, дом 46",56.254650,43.848026
15326,"Комсомольская улица, дом 46А",56.254036,43.845638
15327,"Комсомольская улица, дом 48",56.254665,43.846924
15328,"Комсомольская улица, дом 48А",56.254181,43.845169
15329,"Комсомольская улица, дом 50",56.254623,43.845108
15330,"Комсомольская улица, дом 50А",56.254284,43.844227
15331,"Комсомольская улица, дом 52",56.254784,43.844387
15332,"Комсомольская улица, дом 52А",56.254211,43.843723
15333,"Комсомольская улица, дом 54",56.255383,43.850109
15334,"Комсомольская улица, дом 55",56.253803,43.842583
15335,"Комсомольская улица, дом 56",56.255688,43.846931
15336,"улица Литвинова, дом 12",56.320705,43.948513
15337,"улица Литвинова, дом 14",56.320423,43.948486
15338,"улица Литвинова, дом 16",56.320290,43.949097
15339,"улица Литвинова, дом 18",56.320198,43.948502
15340,"улица Литвинова, дом 20",56.319992,43.948486
15341,"улица Литвинова, дом 22",56.319763,43.948242
15342,"улица Литвинова, дом 25",56.319454,43.947651
15343,"улица Литвинова, дом 26",56.319439,43.948154
15344,"улица Литвинова, дом 27",56.319294,43.947605
15345,"улица Литвинова, дом 28",56.319199,43.948109
15346,"улица Литвинова, дом 29",56.319092,43.947571
15347,"улица Литвинова, дом 30",56.319016,43.948036
15348,"улица Литвинова, дом 31",56.318981,43.947487
15349,"улица Литвинова, дом 32",56.318584,43.947884
15350,"улица Литвинова, дом 33",56.318687,43.947334
15351,"улица Литвинова, дом 34",56.318417,43.947857
15352,"улица Литвинова, дом 35",56.318546,43.947334
15353,"улица Литвинова, дом 36",56.318310,43.947811
15354,"улица Литвинова, дом 37",56.318420,43.947281
15355,"улица Литвинова, дом 38",56.318157,43.947758
15356,"улица Литвинова, дом 39",56.318222,43.947227
15357,"улица Литвинова, дом 40",56.317966,43.947704
15358,"улица Литвинова, дом 41",56.318108,43.947193
15359,"улица Литвинова, дом 42",56.317776,43.947712
15360,"улица Литвинова, дом 43",56.317986,43.947166
15361,"улица Литвинова, дом 44",56.317665,43.947639
15362,"улица Литвинова, дом 46",56.317516,43.947525
15363,"улица Литвинова, дом 47",56.317841,43.947109
15364,"улица Литвинова, дом 50",56.317089,43.947361
15365,"улица Литвинова, дом 51",56.317657,43.947056
15366,"улица Литвинова, дом 53",56.317543,43.947083
15367,"улица Литвинова, дом 55",56.317451,43.947014
15368,"улица Литвинова, дом 57",56.317318,43.946995
15369,"улица Литвинова, дом 59",56.317127,43.946941
15370,"улица Литвинова, дом 65",56.316605,43.946743
15371,"улица Литвинова, дом 71",56.316296,43.946644
15372,"улица Литвинова, дом 73",56.316158,43.946636
15373,"улица Литвинова, дом 74",56.314877,43.947247
15374,"улица Литвинова, дом 74Б",56.316238,43.947578
15375,"улица Литвинова, дом 74Бк3",56.316154,43.948673
15376,"улица Литвинова, дом 74Бк5",56.315884,43.948746
15377,"улица Литвинова, дом 74Бк6",56.315666,43.948891
15378,"улица Литвинова, дом 74к30",56.315609,43.947067
15379,"улица Литвинова, дом 74к31",56.315884,43.947613
15380,"улица Литвинова, дом 75",56.315880,43.946564
15381,"улица Литвинова, дом 76Бк4",56.315975,43.948235
15382,"улица Литвинова, дом 76Бк7",56.315865,43.949562
15383,"улица Литвинова, дом 85",56.315201,43.946274
15384,"улица Литвинова, дом 87",56.315010,43.946274
15385,"улица Литвинова, дом 89",56.314819,43.946007
15386,"7-я Озёрная улица, дом 1",56.392841,43.743256
15387,"7-я Озёрная улица, дом 2",56.392761,43.743813
15388,"7-я Озёрная улица, дом 3",56.392708,43.744316
15389,"7-я Озёрная улица, дом 4",56.392666,43.744846
15390,"7-я Озёрная улица, дом 5",56.392601,43.745411
15391,"7-я Озёрная улица, дом 6",56.392536,43.745941
15392,"7-я Озёрная улица, дом 7",56.392467,43.746426
15393,"Нарвская улица, дом 5",56.229012,43.854286
15394,"Нарвская улица, дом 6",56.227573,43.852814
15395,"Нарвская улица, дом 8",56.228035,43.853218
15396,"Нарвская улица, дом 10",56.228142,43.853649
15397,"Нарвская улица, дом 12",56.228298,43.854061
15398,"Нарвская улица, дом 13",56.228500,43.852833
15399,"Нарвская улица, дом 14",56.228596,43.854504
15400,"Нарвская улица, дом 15",56.228622,43.853409
15401,"Нарвская улица, дом 15А",56.229252,43.854961
15402,"Нарвская улица, дом 17",56.229557,43.855751
15403,"Нарвская улица, дом 19",56.229881,43.856293
15404,"Нарвская улица, дом 20",56.229412,43.856865
15405,"Зеленхозовская улица, дом 1",56.218376,43.820511
15406,"Зеленхозовская улица, дом 3",56.218575,43.820591
15407,"Зеленхозовская улица, дом 4А",56.221931,43.813835
15408,"Зеленхозовская улица, дом 4Ак1",56.221745,43.812668
15409,"Зеленхозовская улица, дом 4Ак10",56.222641,43.811951
15410,"Зеленхозовская улица, дом 4Ак11",56.222462,43.813251
15411,"Зеленхозовская улица, дом 4Ак2",56.221954,43.811798
15412,"Зеленхозовская улица, дом 4Ак3",56.223351,43.812927
15413,"Зеленхозовская улица, дом 4Ак4",56.222977,43.810028
15414,"Зеленхозовская улица, дом 4Ак5",56.222626,43.810379
15415,"Зеленхозовская улица, дом 4Ак6",56.223076,43.809471
15416,"Зеленхозовская улица, дом 4Ак7",56.223862,43.809139
15417,"Зеленхозовская улица, дом 4Ак9",56.219929,43.814934
15418,"Зеленхозовская улица, дом 4АУ",56.223171,43.808960
15419,"Зеленхозовская улица, дом 4АЯ",56.223602,43.811234
15420,"Зеленхозовская улица, дом 5",56.218731,43.820663
15421,"Зеленхозовская улица, дом 6А",56.224300,43.814484
15422,"Зеленхозовская улица, дом 7",56.218903,43.820763
15423,"Зеленхозовская улица, дом 9",56.219093,43.820854
15424,"Зеленхозовская улица, дом 11",56.219238,43.820942
15425,"Зеленхозовская улица, дом 13",56.219391,43.821007
15426,"Зеленхозовская улица, дом 15",56.219582,43.821095
15427,"Зеленхозовская улица, дом 17",56.219749,43.821167
15428,"Зеленхозовская улица, дом 19",56.219963,43.821247
15429,"улица Одоевского, дом 3",56.309467,44.037086
15430,"улица Одоевского, дом 5",56.309208,44.036762
15431,"улица Одоевского, дом 7",56.309032,44.036503
15432,"улица Одоевского, дом 8/1",56.308739,44.036789
15433,"улица Одоевского, дом 9",56.308868,44.036324
15434,"улица Одоевского, дом 10",56.308559,44.036575
15435,"улица Одоевского, дом 11",56.308716,44.036026
15436,"улица Одоевского, дом 12",56.308395,44.036366
15437,"улица Одоевского, дом 13",56.308620,44.035686
15438,"улица Одоевского, дом 14",56.308220,44.036045
15439,"улица Одоевского, дом 15",56.308331,44.035477
15440,"улица Одоевского, дом 16",56.308056,44.035793
15441,"Конотопская улица, дом 4",56.311382,43.888638
15442,"Конотопская улица, дом 4А",56.311390,43.889259
15443,"Конотопская улица, дом 14",56.308964,43.889206
15444,"Конотопская улица, дом 16",56.308624,43.888908
15445,"Конотопская улица, дом 18",56.308289,43.889153
15446,"Нижне-Волжская набережная, дом 1",56.331398,44.000362
15447,"Нижне-Волжская набережная, дом 1/1",56.331516,44.007072
15448,"Нижне-Волжская набережная, дом 1А",56.331459,44.001781
15449,"Нижне-Волжская набережная, дом 1Б",56.331669,44.004890
15450,"Нижне-Волжская набережная, дом 1В",56.331505,44.006363
15451,"Нижне-Волжская набережная, дом 2",56.331249,43.999123
15452,"Нижне-Волжская набережная, дом 2а",56.331055,43.999302
15453,"Нижне-Волжская набережная, дом 4",56.331055,43.998108
15454,"Нижне-Волжская набережная, дом 4а",56.331181,43.997784
15455,"Нижне-Волжская набережная, дом 5/2",56.331116,43.997265
15456,"Нижне-Волжская набережная, дом 6/1",56.330956,43.996483
15457,"Нижне-Волжская набережная, дом 7",56.330868,43.995953
15458,"Нижне-Волжская набережная, дом 8",56.330673,43.994839
15459,"Нижне-Волжская набережная, дом 9",56.330490,43.993698
15460,"Нижне-Волжская набережная, дом 9а",56.330147,43.994064
15461,"Нижне-Волжская набережная, дом 11",56.330357,43.992889
15462,"Нижне-Волжская набережная, дом 12/1",56.330105,43.991463
15463,"Нижне-Волжская набережная, дом 13",56.330006,43.990986
15464,"Нижне-Волжская набережная, дом 13д",56.329659,43.991001
15465,"Нижне-Волжская набережная, дом 14",56.329849,43.990417
15466,"Нижне-Волжская набережная, дом 16",56.328739,43.986519
15467,"Нижне-Волжская набережная, дом 16а",56.328445,43.986412
15468,"Нижне-Волжская набережная, дом 17",56.328514,43.985676
15469,"Нижне-Волжская набережная, дом 17А",56.328182,43.985126
15470,"Нижне-Волжская набережная, дом 18",56.328190,43.984444
15471,"Нижне-Волжская набережная, дом 19",56.327854,43.983746
15472,"Нижне-Волжская набережная, дом 20",56.327648,43.983143
15473,"Нижне-Волжская набережная, дом 20А",56.327320,43.982414
15474,"Нижне-Волжская набережная, дом 20б",56.327553,43.982883
15475,"Нижне-Волжская набережная, дом 21",56.327263,43.980995
15476,"Нижне-Волжская набережная, дом 21А",56.326260,43.978569
15477,"Нижне-Волжская набережная, дом 22",56.327183,43.982117
15478,"Нижне-Волжская набережная, дом 23",56.327801,43.982395
15479,"Беломорская улица, дом 2",56.346573,43.831730
15480,"Беломорская улица, дом 3",56.347157,43.831982
15481,"Беломорская улица, дом 4",56.346302,43.831039
15482,"Беломорская улица, дом 5",56.347004,43.831684
15483,"Беломорская улица, дом 6",56.346043,43.830330
15484,"Беломорская улица, дом 7",56.346931,43.831326
15485,"Беломорская улица, дом 8",56.345787,43.829647
15486,"Беломорская улица, дом 9",56.346855,43.831100
15487,"Беломорская улица, дом 11",56.346806,43.830833
15488,"Беломорская улица, дом 13",56.346725,43.830509
15489,"Беломорская улица, дом 15",56.346642,43.830158
15490,"Беломорская улица, дом 17",56.346581,43.829906
15491,"Беломорская улица, дом 19",56.346508,43.829639
15492,"Беломорская улица, дом 20",56.346195,43.829548
15493,"Беломорская улица, дом 21",56.346428,43.829323
15494,"Беломорская улица, дом 24",56.345795,43.828625
15495,"Беломорская улица, дом 25",56.345421,43.828693
15496,"Беломорская улица, дом 26",56.345692,43.828400
15497,"Беломорская улица, дом 27",56.345375,43.828354
15498,"Беломорская улица, дом 28",56.345608,43.828075
15499,"Беломорская улица, дом 29",56.345188,43.827843
15500,"Беломорская улица, дом 30",56.345463,43.827545
15501,"Беломорская улица, дом 31",56.345104,43.827637
15502,"Беломорская улица, дом 33",56.345020,43.827286
15503,"Беломорская улица, дом 34",56.345383,43.827168
15504,"Беломорская улица, дом 35",56.344875,43.826824
15505,"Беломорская улица, дом 36",56.345150,43.826485
15506,"Беломорская улица, дом 37",56.344791,43.826511
15507,"Беломорская улица, дом 38",56.345058,43.826233
15508,"Беломорская улица, дом 39",56.344692,43.826218
15509,"Беломорская улица, дом 40",56.344967,43.825974
15510,"Беломорская улица, дом 41",56.344536,43.825714
15511,"Беломорская улица, дом 42",56.344814,43.825478
15512,"Охотский переулок, дом 1/8",56.303738,43.990959
15513,"Охотский переулок, дом 3",56.303516,43.991127
15514,"площадь Маршала Жукова, дом 1",56.238091,43.961563
15515,"площадь Маршала Жукова, дом 1А",56.237793,43.963165
15516,"площадь Маршала Жукова, дом 3",56.237534,43.962299
15517,"площадь Маршала Жукова, дом 5",56.237392,43.961376
15518,"площадь Маршала Жукова, дом 7",56.236797,43.962841
15519,"площадь Маршала Жукова, дом 7А",56.237267,43.963470
15520,"площадь Маршала Жукова, дом 7В",56.237942,43.962902
15521,"площадь Маршала Жукова, дом 7к1",56.236397,43.963226
15522,"площадь Маршала Жукова, дом 7к2",56.236687,43.962524
15523,"улица Ладыгина, дом 3",56.310917,43.920692
15524,"улица Ладыгина, дом 4",56.311146,43.920986
15525,"улица Ладыгина, дом 6",56.311001,43.921032
15526,"улица Ладыгина, дом 9",56.309834,43.921696
15527,"улица Ладыгина, дом 14",56.310143,43.921932
15528,"улица Ладыгина, дом 15",56.309044,43.922504
15529,"улица Ладыгина, дом 17",56.308815,43.922722
15530,"улица Ладыгина, дом 20",56.309265,43.922756
15531,"улица Ладыгина, дом 22",56.309189,43.922829
15532,"улица Ладыгина, дом 24",56.309090,43.922894
15533,"улица Ладыгина, дом 25",56.308041,43.923439
15534,"улица Ладыгина, дом 26",56.309025,43.922993
15535,"улица Ладыгина, дом 27",56.307957,43.923550
15536,"улица Ладыгина, дом 28",56.308884,43.923134
15537,"улица Ладыгина, дом 29",56.307716,43.923782
15538,"улица Ладыгина, дом 30",56.308788,43.923244
15539,"улица Ладыгина, дом 32",56.308697,43.923313
15540,"улица Ладыгина, дом 34",56.308605,43.923393
15541,"улица Ладыгина, дом 35",56.307011,43.924473
15542,"улица Ладыгина, дом 37",56.306831,43.924599
15543,"улица Ладыгина, дом 39",56.306705,43.924789
15544,"улица Ладыгина, дом 40",56.308212,43.923870
15545,"улица Ладыгина, дом 41/7",56.306358,43.925137
15546,"улица Ладыгина, дом 42",56.308044,43.923943
15547,"улица Ладыгина, дом 44",56.307892,43.924095
15548,"улица Ладыгина, дом 46",56.307705,43.924248
15549,"улица Ладыгина, дом 50",56.306995,43.924969
15550,"улица Ладыгина, дом 52",56.306736,43.925236
15551,"Ошарская площадь, дом 1",56.319557,44.011024
15552,"Белорусская улица, дом 1",56.288139,43.869812
15553,"Белорусская улица, дом 1А",56.287857,43.870045
15554,"1-я Озёрная улица, дом 1",56.388969,43.741776
15555,"1-я Озёрная улица, дом 2",56.388924,43.742348
15556,"1-я Озёрная улица, дом 3",56.388855,43.742870
15557,"1-я Озёрная улица, дом 4",56.389034,43.743500
15558,"улица Молодая Гвардия, дом 1",56.286552,43.915615
15559,"улица Молодая Гвардия, дом 2",56.286427,43.916111
15560,"улица Молодая Гвардия, дом 3",56.286263,43.915428
15561,"улица Молодая Гвардия, дом 4",56.286095,43.916092
15562,"улица Молодая Гвардия, дом 5",56.286064,43.915230
15563,"улица Молодая Гвардия, дом 6",56.285942,43.915787
15564,"улица Молодая Гвардия, дом 7",56.285854,43.915051
15565,"улица Молодая Гвардия, дом 8",56.285763,43.915653
15566,"улица Молодая Гвардия, дом 9",56.285660,43.914906
15567,"улица Молодая Гвардия, дом 10",56.285553,43.915470
15568,"улица Молодая Гвардия, дом 11",56.285458,43.914799
15569,"улица Молодая Гвардия, дом 12",56.285343,43.915329
15570,"улица Молодая Гвардия, дом 13",56.285275,43.914619
15571,"улица Молодая Гвардия, дом 14",56.285114,43.915169
15572,"улица Молодая Гвардия, дом 15",56.284969,43.914394
15573,"улица Молодая Гвардия, дом 16",56.284863,43.914970
15574,"улица Молодая Гвардия, дом 17",56.284718,43.914249
15575,"улица Молодая Гвардия, дом 18",56.284622,43.914780
15576,"улица Молодая Гвардия, дом 19",56.284515,43.914097
15577,"улица Молодая Гвардия, дом 20",56.284412,43.914619
15578,"улица Молодая Гвардия, дом 21",56.284283,43.913944
15579,"улица Молодая Гвардия, дом 22",56.284134,43.914421
15580,"улица Молодая Гвардия, дом 23",56.284119,43.913818
15581,"улица Молодая Гвардия, дом 24",56.283943,43.914295
15582,"улица Молодая Гвардия, дом 25",56.283939,43.913692
15583,"улица Молодая Гвардия, дом 26",56.283768,43.914169
15584,"улица Молодая Гвардия, дом 27",56.283733,43.913551
15585,"улица Молодая Гвардия, дом 27А",56.283749,43.913181
15586,"улица Молодая Гвардия, дом 28",56.283573,43.913998
15587,"улица Молодая Гвардия, дом 29",56.283379,43.913273
15588,"улица Молодая Гвардия, дом 30",56.283272,43.913784
15589,"улица Молодая Гвардия, дом 31",56.283218,43.913136
15590,"улица Молодая Гвардия, дом 32",56.283066,43.913612
15591,"улица Молодая Гвардия, дом 33",56.283039,43.913002
15592,"улица Молодая Гвардия, дом 34",56.282845,43.913467
15593,"улица Молодая Гвардия, дом 35",56.282856,43.912884
15594,"улица Молодая Гвардия, дом 36",56.282604,43.913315
15595,"улица Молодая Гвардия, дом 37",56.282711,43.912777
15596,"улица Молодая Гвардия, дом 38",56.282349,43.913128
15597,"улица Молодая Гвардия, дом 39",56.282494,43.912605
15598,"улица Молодая Гвардия, дом 40",56.282173,43.913010
15599,"улица Молодая Гвардия, дом 41",56.282326,43.912506
15600,"улица Молодая Гвардия, дом 42",56.281952,43.912868
15601,"улица Молодая Гвардия, дом 43",56.282055,43.912312
15602,"улица Молодая Гвардия, дом 44",56.281746,43.912731
15603,"улица Молодая Гвардия, дом 45",56.281841,43.912128
15604,"улица Молодая Гвардия, дом 46",56.281525,43.912392
15605,"улица Молодая Гвардия, дом 47",56.281590,43.911949
15606,"улица Молодая Гвардия, дом 48",56.281376,43.912266
15607,"улица Молодая Гвардия, дом 49",56.281425,43.911854
15608,"улица Молодая Гвардия, дом 50",56.281090,43.912086
15609,"улица Молодая Гвардия, дом 51",56.281155,43.911655
15610,"улица Молодая Гвардия, дом 52",56.280807,43.911961
15611,"улица Молодая Гвардия, дом 53",56.280880,43.911438
15612,"улица Молодая Гвардия, дом 54",56.280598,43.911835
15613,"улица Молодая Гвардия, дом 55",56.280670,43.911278
15614,"улица Молодая Гвардия, дом 56",56.280327,43.911610
15615,"улица Молодая Гвардия, дом 57",56.280495,43.911133
15616,"улица Молодая Гвардия, дом 58",56.280151,43.911503
15617,"улица Молодая Гвардия, дом 59",56.280289,43.910980
15618,"улица Молодая Гвардия, дом 61",56.280048,43.910782
15619,"Летний переулок, дом 1А",56.219425,43.961521
15620,"Летний переулок, дом 2",56.219398,43.961861
15621,"Летний переулок, дом 2А",56.219067,43.960793
15622,"Летний переулок, дом 2Б",56.219002,43.961170
15623,"Летний переулок, дом 4А",56.219036,43.961933
15624,"Летний переулок, дом 7А",56.219406,43.963398
15625,"Летний переулок, дом 8А",56.218842,43.963612
15626,"Летний переулок, дом 9А",56.219425,43.963783
15627,"Летний переулок, дом 10А",56.219078,43.963844
15628,"Красносельская улица, дом 2",56.309601,43.978271
15629,"Красносельская улица, дом 3",56.309204,43.976891
15630,"Красносельская улица, дом 4",56.309418,43.979603
15631,"Красносельская улица, дом 5",56.309097,43.977566
15632,"Красносельская улица, дом 9а",56.309010,43.978191
15633,"Красносельская улица, дом 11",56.308853,43.978794
15634,"Красносельская улица, дом 11А",56.308498,43.978714
15635,"Красносельская улица, дом 11Б",56.308556,43.978138
15636,"Красносельская улица, дом 13",56.308910,43.979443
15637,"Красносельская улица, дом 13Б",56.308540,43.979458
15638,"Красносельская улица, дом 15",56.308586,43.980232
15639,"Красносельская улица, дом 17",56.307991,43.982800
15640,"Красносельская улица, дом 24",56.309029,43.981075
15641,"Красносельская улица, дом 26",56.308880,43.982117
15642,"улица Метро, дом 1",56.388363,43.761337
15643,"улица Метро, дом 1А",56.388542,43.761475
15644,"улица Метро, дом 1Б",56.388123,43.761196
15645,"улица Метро, дом 2",56.388447,43.762131
15646,"улица Метро, дом 3",56.387917,43.760944
15647,"улица Метро, дом 4",56.388199,43.762066
15648,"улица Метро, дом 5",56.387794,43.760811
15649,"улица Метро, дом 6",56.387928,43.761780
15650,"улица Метро, дом 7",56.387615,43.760559
15651,"улица Метро, дом 7А",56.387775,43.760181
15652,"улица Метро, дом 8",56.387814,43.761608
15653,"улица Метро, дом 9",56.387505,43.760414
15654,"улица Метро, дом 10",56.387539,43.761421
15655,"улица Метро, дом 11",56.387310,43.760136
15656,"улица Метро, дом 11А",56.387630,43.759506
15657,"улица Метро, дом 12",56.387421,43.761196
15658,"улица Метро, дом 13",56.387157,43.759975
15659,"улица Метро, дом 14",56.387272,43.760971
15660,"улица Метро, дом 15",56.387032,43.759865
15661,"улица Метро, дом 15А",56.387207,43.759174
