id,address,latitude,longitude
9684,"Большая Печёрская улица, дом 6",56.326588,44.016029
9685,"Большая Печёрская улица, дом 7",56.326118,44.016830
9686,"Большая Печёрская улица, дом 8",56.326359,44.017071
9687,"Большая Печёрская улица, дом 11",56.325943,44.017467
9688,"Большая Печёрская улица, дом 11б",56.325321,44.017502
9689,"Большая Печёрская улица, дом 12",56.326164,44.018017
9690,"Большая Печёрская улица, дом 12в",56.326248,44.018375
9691,"Большая Печёрская улица, дом 13",56.325783,44.018265
9692,"Большая Печёрская улица, дом 13а",56.325325,44.018044
9693,"Большая Печёрская улица, дом 14",56.326088,44.018536
9694,"Большая Печёрская улица, дом 14б",56.326172,44.018875
9695,"Большая Печёрская улица, дом 15",56.325695,44.018681
9696,"Большая Печёрская улица, дом 16",56.325970,44.019047
9697,"Большая Печёрская улица, дом 16а",56.325916,44.019676
9698,"Большая Печёрская улица, дом 16б",56.326180,44.019894
9699,"Большая Печёрская улица, дом 16в",56.326260,44.019417
9700,"Большая Печёрская улица, дом 17",56.325623,44.018913
9701,"Большая Печёрская улица, дом 17а",56.325314,44.018654
9702,"Большая Печёрская улица, дом 18",56.325844,44.020027
9703,"Большая Печёрская улица, дом 19",56.325554,44.019264
9704,"Большая Печёрская улица, дом 19а",56.325230,44.018993
9705,"Большая Печёрская улица, дом 19б",56.324974,44.019032
9706,"Большая Печёрская улица, дом 20",56.325596,44.020782
9707,"Большая Печёрская улица, дом 21",56.325161,44.019516
9708,"Большая Печёрская улица, дом 22",56.325516,44.021572
9709,"Большая Печёрская улица, дом 23/9",56.325310,44.020477
9710,"Большая Печёрская улица, дом 24",56.325382,44.022049
9711,"Большая Печёрская улица, дом 25",56.325111,44.021366
9712,"Большая Печёрская улица, дом 25к1",56.324837,44.022903
9713,"Большая Печёрская улица, дом 26",56.325073,44.023308
9714,"Большая Печёрская улица, дом 26А",56.325279,44.022812
9715,"Большая Печёрская улица, дом 28",56.324890,44.024403
9716,"Большая Печёрская улица, дом 28в",56.325241,44.024113
9717,"Большая Печёрская улица, дом 29",56.324738,44.023388
9718,"Большая Печёрская улица, дом 30",56.324665,44.025379
9719,"Большая Печёрская улица, дом 31",56.324657,44.023800
9720,"Большая Печёрская улица, дом 32",56.324409,44.026691
9721,"Большая Печёрская улица, дом 33",56.324291,44.025345
9722,"Большая Печёрская улица, дом 33а",56.323875,44.025246
9723,"Большая Печёрская улица, дом 34",56.323956,44.028938
9724,"Большая Печёрская улица, дом 34а",56.324249,44.028004
9725,"Большая Печёрская улица, дом 34АБ",56.324177,44.029800
9726,"Большая Печёрская улица, дом 34б",56.324257,44.029251
9727,"Большая Печёрская улица, дом 34В",56.323803,44.029530
9728,"Большая Печёрская улица, дом 35",56.324245,44.025677
9729,"Большая Печёрская улица, дом 36",56.323853,44.029972
9730,"Большая Печёрская улица, дом 37",56.323997,44.025784
9731,"Большая Печёрская улица, дом 37а",56.323318,44.026100
9732,"Большая Печёрская улица, дом 37е",56.323593,44.025604
9733,"Большая Печёрская улица, дом 38",56.323586,44.030537
9734,"Большая Печёрская улица, дом 39",56.323788,44.026432
9735,"Большая Печёрская улица, дом 39а",56.323681,44.026161
9736,"Большая Печёрская улица, дом 40",56.323437,44.031517
9737,"Большая Печёрская улица, дом 41",56.323948,44.027023
9738,"Большая Печёрская улица, дом 41а",56.323898,44.027401
9739,"Большая Печёрская улица, дом 43",56.323788,44.027905
9740,"Большая Печёрская улица, дом 43а",56.323727,44.028210
9741,"Большая Печёрская улица, дом 43б",56.323418,44.028095
9742,"Большая Печёрская улица, дом 44",56.323322,44.032021
9743,"Большая Печёрская улица, дом 45",56.323673,44.028488
9744,"Большая Печёрская улица, дом 45а",56.323181,44.028778
9745,"Большая Печёрская улица, дом 45б",56.323574,44.028805
9746,"Большая Печёрская улица, дом 46",56.323242,44.032406
9747,"Большая Печёрская улица, дом 47",56.323547,44.029064
9748,"Большая Печёрская улица, дом 47б",56.322384,44.028786
9749,"Большая Печёрская улица, дом 48",56.323154,44.032719
9750,"Большая Печёрская улица, дом 48а",56.323063,44.032997
9751,"Большая Печёрская улица, дом 49",56.323467,44.029430
9752,"Большая Печёрская улица, дом 49/51",56.323002,44.029308
9753,"Большая Печёрская улица, дом 51",56.323368,44.029827
9754,"Большая Печёрская улица, дом 54",56.322685,44.035164
9755,"Большая Печёрская улица, дом 55",56.323269,44.030457
9756,"Большая Печёрская улица, дом 56",56.322624,44.035496
9757,"Большая Печёрская улица, дом 57",56.323158,44.031147
9758,"Большая Печёрская улица, дом 57а",56.323090,44.031471
9759,"Большая Печёрская улица, дом 57Б",56.323025,44.031696
9760,"Большая Печёрская улица, дом 58",56.322514,44.035900
9761,"Большая Печёрская улица, дом 59",56.323002,44.031796
9762,"Большая Печёрская улица, дом 59а",56.322975,44.032009
9763,"Большая Печёрская улица, дом 60",56.322460,44.036205
9764,"Большая Печёрская улица, дом 61",56.322948,44.032207
9765,"Большая Печёрская улица, дом 63",56.322838,44.032711
9766,"Большая Печёрская улица, дом 63в",56.321590,44.031193
9767,"Большая Печёрская улица, дом 64",56.322346,44.036808
9768,"Большая Печёрская улица, дом 64А",56.322304,44.037041
9769,"Большая Печёрская улица, дом 65",56.322620,44.033134
9770,"Большая Печёрская улица, дом 66",56.322254,44.037300
9771,"Большая Печёрская улица, дом 68",56.322247,44.037392
9772,"Большая Печёрская улица, дом 68Б",56.322075,44.038155
9773,"Большая Печёрская улица, дом 68В",56.322315,44.037750
9774,"Большая Печёрская улица, дом 70",56.322029,44.038433
9775,"Большая Печёрская улица, дом 71",56.322319,44.034832
9776,"Большая Печёрская улица, дом 72",56.321980,44.038731
9777,"Большая Печёрская улица, дом 73",56.322239,44.035297
9778,"Большая Печёрская улица, дом 75",56.322128,44.035740
9779,"Большая Печёрская улица, дом 76",56.321781,44.039555
9780,"Большая Печёрская улица, дом 77",56.322121,44.035881
9781,"Большая Печёрская улица, дом 77А",56.322060,44.036133
9782,"Большая Печёрская улица, дом 77б",56.321941,44.035793
9783,"Большая Печёрская улица, дом 78",56.321728,44.039852
9784,"Большая Печёрская улица, дом 78а",56.321846,44.040104
9785,"Большая Печёрская улица, дом 79",56.322029,44.036278
9786,"Большая Печёрская улица, дом 79а",56.321861,44.036304
9787,"Большая Печёрская улица, дом 81",56.321941,44.036736
9788,"Большая Печёрская улица, дом 81Б",56.321701,44.036648
9789,"Большая Печёрская улица, дом 82",56.321682,44.040489
9790,"Большая Печёрская улица, дом 82А",56.322384,44.040031
9791,"Большая Печёрская улица, дом 82Аблок8",56.322266,44.039791
9792,"Большая Печёрская улица, дом 82Б",56.321918,44.040409
9793,"Большая Печёрская улица, дом 83",56.321880,44.037022
9794,"Большая Печёрская улица, дом 84",56.321770,44.041550
9795,"Большая Печёрская улица, дом 84а",56.321976,44.041595
9796,"Большая Печёрская улица, дом 85",56.321800,44.037399
9797,"Большая Печёрская улица, дом 85а",56.321869,44.037273
9798,"Большая Печёрская улица, дом 85б",56.321541,44.037220
9799,"Большая Печёрская улица, дом 87",56.321812,44.037617
9800,"Большая Печёрская улица, дом 89",56.321392,44.038494
9801,"Большая Печёрская улица, дом 91в",56.320362,44.039825
9802,"Большая Печёрская улица, дом 93",56.321011,44.040634
9803,"улица Дьяконова, дом 1",56.259995,43.868950
9804,"улица Дьяконова, дом 1А",56.260529,43.869926
9805,"улица Дьяконова, дом 1А1",56.260582,43.867683
9806,"улица Дьяконова, дом 1Ак1",56.260464,43.867348
9807,"улица Дьяконова, дом 1Б",56.258965,43.870914
9808,"улица Дьяконова, дом 1В",56.258732,43.869686
9809,"улица Дьяконова, дом 2",56.258823,43.872837
9810,"улица Дьяконова, дом 2/4к1",56.256783,43.870663
9811,"улица Дьяконова, дом 2/6",56.256905,43.873684
9812,"улица Дьяконова, дом 2А",56.257988,43.871716
9813,"улица Дьяконова, дом 2Б",56.257343,43.868805
9814,"улица Дьяконова, дом 2В",56.255939,43.874992
9815,"улица Дьяконова, дом 2ВК1",56.256817,43.874786
9816,"улица Дьяконова, дом 2Г",56.257214,43.870628
9817,"улица Дьяконова, дом 2к1",56.258266,43.874016
9818,"улица Дьяконова, дом 2к2",56.257858,43.873699
9819,"улица Дьяконова, дом 2к3",56.257282,43.873142
9820,"улица Дьяконова, дом 2к4",56.257133,43.871948
9821,"улица Дьяконова, дом 2к6",56.256599,43.872822
9822,"улица Дьяконова, дом 2к7",56.254303,43.871967
9823,"улица Дьяконова, дом 4",56.258728,43.874268
9824,"улица Дьяконова, дом 4А",56.259319,43.874699
9825,"улица Дьяконова, дом 5А",56.260777,43.871292
9826,"улица Дьяконова, дом 5Б",56.260723,43.872066
9827,"улица Дьяконова, дом 5В",56.260204,43.871861
9828,"улица Дьяконова, дом 6",56.258999,43.876495
9829,"улица Дьяконова, дом 6А",56.257313,43.878551
9830,"улица Дьяконова, дом 6Ак1",56.258121,43.877499
9831,"улица Дьяконова, дом 6Б",56.258404,43.876305
9832,"улица Дьяконова, дом 6В",56.259159,43.875805
9833,"улица Дьяконова, дом 7",56.260063,43.874401
9834,"улица Дьяконова, дом 7А",56.259602,43.872677
9835,"улица Дьяконова, дом 7к1",56.260628,43.873844
9836,"улица Дьяконова, дом 7к2",56.260380,43.873207
9837,"улица Дьяконова, дом 7к3",56.261093,43.873116
9838,"улица Дьяконова, дом 7к4",56.261688,43.873466
9839,"улица Дьяконова, дом 8",56.259907,43.876820
9840,"улица Дьяконова, дом 9",56.260639,43.875954
9841,"улица Дьяконова, дом 9к1",56.261635,43.874481
9842,"улица Дьяконова, дом 9к2",56.260853,43.874508
9843,"улица Дьяконова, дом 10",56.259125,43.877350
9844,"улица Дьяконова, дом 10А",56.257523,43.877724
9845,"улица Дьяконова, дом 11",56.261509,43.875874
9846,"улица Дьяконова, дом 11А",56.261654,43.877079
9847,"улица Дьяконова, дом 11Б",56.262333,43.876450
9848,"улица Дьяконова, дом 11В",56.262306,43.874866
9849,"улица Дьяконова, дом 12",56.259399,43.878048
9850,"улица Дьяконова, дом 13",56.263371,43.877220
9851,"улица Дьяконова, дом 13А",56.262787,43.877716
9852,"улица Дьяконова, дом 14",56.260536,43.878990
9853,"улица Дьяконова, дом 14А",56.261139,43.878479
9854,"улица Дьяконова, дом 14Б",56.261204,43.878670
9855,"улица Дьяконова, дом 15",56.263474,43.878193
9856,"улица Дьяконова, дом 15А",56.261925,43.878922
9857,"улица Дьяконова, дом 15Б",56.262436,43.879154
9858,"улица Дьяконова, дом 15В",56.263184,43.878864
9859,"улица Дьяконова, дом 15Г",56.261692,43.878777
9860,"улица Дьяконова, дом 16",56.259666,43.878723
9861,"улица Дьяконова, дом 16А",56.258766,43.879208
9862,"улица Дьяконова, дом 17",56.262562,43.880814
9863,"улица Дьяконова, дом 18",56.259918,43.879421
9864,"улица Дьяконова, дом 19",56.263092,43.882191
9865,"улица Дьяконова, дом 20",56.260433,43.880753
9866,"улица Дьяконова, дом 21",56.263500,43.883152
9867,"улица Дьяконова, дом 21а",56.263622,43.882317
9868,"улица Дьяконова, дом 22",56.261654,43.882477
9869,"улица Дьяконова, дом 22А",56.262146,43.881310
9870,"улица Дьяконова, дом 23",56.263996,43.884472
9871,"улица Дьяконова, дом 23А",56.264046,43.883358
9872,"улица Дьяконова, дом 24",56.262016,43.883457
9873,"улица Дьяконова, дом 24А",56.262371,43.884472
9874,"улица Дьяконова, дом 25",56.264446,43.885674
9875,"улица Дьяконова, дом 25А",56.265381,43.887051
9876,"улица Дьяконова, дом 26",56.262726,43.885406
9877,"улица Дьяконова, дом 26А",56.263111,43.886368
9878,"улица Дьяконова, дом 26в",56.263176,43.884102
9879,"улица Дьяконова, дом 28",56.264133,43.887840
9880,"улица Дьяконова, дом 30",56.265453,43.889809
9881,"улица Дьяконова, дом 30А",56.264862,43.888828
9882,"улица Дьяконова, дом 30Б",56.265366,43.891300
9883,"улица Дьяконова, дом 31",56.266056,43.889709
9884,"улица Дьяконова, дом 31А",56.266777,43.888836
9885,"улица Дьяконова, дом 31б",56.265816,43.889061
9886,"улица Дьяконова, дом 31В",56.266148,43.890068
9887,"улица Дьяконова, дом 32",56.265678,43.890392
9888,"улица Дьяконова, дом 34",56.265923,43.890991
9889,"улица Дьяконова, дом 35",56.267483,43.893364
9890,"улица Дьяконова, дом 35А",56.267887,43.894165
9891,"улица Дьяконова, дом 35Б",56.267651,43.894119
9892,"улица Дьяконова, дом 37",56.268261,43.894611
9893,"улица Дьяконова, дом 37А",56.268764,43.894306
9894,"улица Дьяконова, дом 39",56.268513,43.895287
9895,"улица Дьяконова, дом 40",56.267776,43.895710
9896,"улица Дьяконова, дом 40А",56.267403,43.894730
9897,"улица Дьяконова, дом 40к1",56.266933,43.896229
9898,"улица Дьяконова, дом 40к2",56.266953,43.897236
9899,"улица Дьяконова, дом 41",56.268787,43.895988
9900,"улица Дьяконова, дом 42",56.268177,43.896744
9901,"улица Дьяконова, дом 43",56.269081,43.896660
9902,"улица Дьяконова, дом 43А",56.269520,43.896095
9903,"улица Дьяконова, дом 44",56.267857,43.898197
9904,"улица Дьяконова, дом 44к1",56.267200,43.897945
9905,"улица Калашникова, дом 12",56.347351,43.874645
9906,"улица Калашникова, дом 13",56.347157,43.874866
9907,"улица Калашникова, дом 14",56.347488,43.874825
9908,"улица Калашникова, дом 15А",56.347927,43.875954
9909,"улица Калашникова, дом 16",56.347614,43.875038
9910,"улица Калашникова, дом 18",56.347744,43.875217
9911,"улица Калашникова, дом 20",56.347824,43.875324
9912,"улица Калашникова, дом 22",56.347923,43.875423
9913,"Заводская улица, дом 10А",56.280437,43.947571
9914,"Заводская улица, дом 10Б",56.280712,43.947777
9915,"Заводская улица, дом 14",56.279694,43.947075
9916,"Заводская улица, дом 15к1",56.280605,43.950630
9917,"Заводская улица, дом 15к2",56.280777,43.949986
9918,"Заводская улица, дом 15к3",56.280941,43.949356
9919,"Заводская улица, дом 15к4",56.280437,43.948494
9920,"Заводская улица, дом 15к5",56.279797,43.948772
9921,"Заводская улица, дом 15к6",56.281475,43.948792
9922,"Заводская улица, дом 15к7",56.281170,43.948448
9923,"Заводская улица, дом 16",56.279522,43.946976
9924,"Заводская улица, дом 17",56.279346,43.947678
9925,"Заводская улица, дом 17А",56.279938,43.947300
9926,"Заводская улица, дом 17к1",56.279091,43.948307
9927,"Заводская улица, дом 17к2",56.278938,43.948959
9928,"Заводская улица, дом 17к3",56.279991,43.947929
9929,"Заводская улица, дом 19",56.278145,43.947731
9930,"Заводская улица, дом 32",56.277782,43.945637
9931,"Заводская улица, дом 34",56.277607,43.945484
9932,"Заводская улица, дом 36",56.277489,43.945377
9933,"Заводская улица, дом 53",56.277721,43.946186
9934,"Заводская улица, дом 55",56.277573,43.946026
9935,"Безлесная улица, дом 1",56.225376,43.841244
9936,"Безлесная улица, дом 2",56.223492,43.842648
9937,"Безлесная улица, дом 3",56.225208,43.841476
9938,"Безлесная улица, дом 4",56.223270,43.842861
9939,"Безлесная улица, дом 5",56.225002,43.841740
9940,"Безлесная улица, дом 6",56.223045,43.843166
9941,"Безлесная улица, дом 6а",56.222416,43.843994
9942,"Безлесная улица, дом 6б",56.222214,43.844227
9943,"Безлесная улица, дом 7",56.224838,43.841919
9944,"Безлесная улица, дом 8",56.221771,43.844765
9945,"Безлесная улица, дом 9",56.224678,43.842152
9946,"Безлесная улица, дом 10",56.221535,43.845089
9947,"Безлесная улица, дом 11",56.224220,43.842682
9948,"Безлесная улица, дом 12",56.221329,43.845360
9949,"Безлесная улица, дом 13",56.224022,43.842960
9950,"Безлесная улица, дом 14",56.219791,43.847992
9951,"Безлесная улица, дом 15",56.223827,43.843185
9952,"Безлесная улица, дом 16",56.220039,43.846977
9953,"Безлесная улица, дом 17",56.223667,43.843418
9954,"Безлесная улица, дом 18",56.219814,43.847263
9955,"Безлесная улица, дом 19",56.223537,43.843578
9956,"Безлесная улица, дом 20",56.219631,43.847481
9957,"Безлесная улица, дом 21",56.223331,43.843857
9958,"Безлесная улица, дом 21А",56.223076,43.844135
9959,"Безлесная улица, дом 23",56.222816,43.844479
9960,"Безлесная улица, дом 25",56.222618,43.844723
9961,"Безлесная улица, дом 27",56.222446,43.844929
9962,"Безлесная улица, дом 29",56.222294,43.845123
9963,"Безлесная улица, дом 31",56.222130,43.845341
9964,"Безлесная улица, дом 33",56.221989,43.845501
9965,"Безлесная улица, дом 35",56.221802,43.845745
9966,"Безлесная улица, дом 37",56.220047,43.847912
9967,"Космическая улица, дом 1",56.230255,43.829494
9968,"Космическая улица, дом 3",56.230087,43.829090
9969,"Космическая улица, дом 9",56.229702,43.828075
9970,"Космическая улица, дом 11",56.229534,43.827690
9971,"Космическая улица, дом 17",56.229141,43.826675
9972,"Космическая улица, дом 19",56.228981,43.826267
9973,"Космическая улица, дом 24",56.229404,43.821075
9974,"Космическая улица, дом 25",56.228561,43.825317
9975,"Космическая улица, дом 27",56.228390,43.824879
9976,"Космическая улица, дом 28",56.227585,43.822056
9977,"Космическая улица, дом 28А",56.227180,43.821213
9978,"Космическая улица, дом 29",56.228039,43.825245
9979,"Космическая улица, дом 30",56.226360,43.821327
9980,"Космическая улица, дом 31",56.227711,43.825668
9981,"Космическая улица, дом 32",56.227436,43.823189
9982,"Космическая улица, дом 33",56.227329,43.825966
9983,"Космическая улица, дом 33А",56.227451,43.826412
9984,"Космическая улица, дом 33Б",56.227612,43.826843
9985,"Космическая улица, дом 34",56.229237,43.822910
9986,"Космическая улица, дом 34А",56.229305,43.824230
9987,"Космическая улица, дом 35",56.226997,43.826393
9988,"Космическая улица, дом 36",56.229492,43.825829
9989,"Космическая улица, дом 37",56.226608,43.826710
9990,"Космическая улица, дом 37А",56.226761,43.827133
9991,"Космическая улица, дом 38",56.225262,43.824017
9992,"Космическая улица, дом 38а",56.224628,43.823933
9993,"Космическая улица, дом 38Б",56.225590,43.822937
9994,"Космическая улица, дом 38к1",56.225754,43.822777
9995,"Космическая улица, дом 39",56.226231,43.827106
9996,"Космическая улица, дом 40",56.227589,43.824589
9997,"Космическая улица, дом 40А",56.225807,43.827637
9998,"Космическая улица, дом 40Б",56.225574,43.827637
9999,"Космическая улица, дом 42",56.226494,43.825802
10000,"Космическая улица, дом 42А",56.225960,43.826279
10001,"Космическая улица, дом 44",56.225388,43.826996
10002,"Космическая улица, дом 46",56.224293,43.828236
10003,"Космическая улица, дом 48",56.223427,43.829288
10004,"Космическая улица, дом 48А",56.222702,43.830105
10005,"Космическая улица, дом 48Б",56.223427,43.829979
10006,"Космическая улица, дом 48В",56.223759,43.829422
10007,"Космическая улица, дом 48Г",56.222462,43.830696
10008,"Космическая улица, дом 49",56.221420,43.836411
10009,"Космическая улица, дом 49Б",56.221764,43.837246
10010,"Космическая улица, дом 50",56.220867,43.833313
10011,"Космическая улица, дом 51",56.230003,43.820393
10012,"Космическая улица, дом 52",56.221180,43.834156
10013,"Космическая улица, дом 52А",56.220989,43.835236
10014,"Космическая улица, дом 52Б",56.221107,43.835587
10015,"Космическая улица, дом 53",56.229172,43.819820
10016,"Космическая улица, дом 54",56.219223,43.833942
10017,"Космическая улица, дом 55",56.228127,43.819515
10018,"Космическая улица, дом 56",56.220249,43.834515
10019,"Космическая улица, дом 56А",56.220539,43.835403
10020,"Космическая улица, дом 57",56.226875,43.818913
10021,"Космическая улица, дом 58",56.219727,43.835064
10022,"Космическая улица, дом 58А",56.220387,43.836754
10023,"Космическая улица, дом 60",56.218658,43.837337
10024,"Космическая улица, дом 69",56.229626,43.812866
10025,"Запорожская улица, дом 2",56.331490,43.933643
10026,"Запорожская улица, дом 4",56.331360,43.933422
10027,"Запорожская улица, дом 4А",56.331127,43.932713
10028,"Запорожская улица, дом 6",56.331326,43.933144
10029,"Запорожская улица, дом 9",56.331532,43.933006
10030,"Запорожская улица, дом 11",56.331482,43.932838
10031,"Запорожская улица, дом 13",56.331562,43.932701
10032,"Запорожская улица, дом 15",56.331509,43.932343
10033,"Запорожская улица, дом 17",56.331383,43.932468
10034,"Запорожская улица, дом 19",56.331280,43.932163
10035,"Запорожская улица, дом 21",56.331261,43.931805
10036,"Кондукторская улица, дом 1А",56.279896,43.845898
10037,"Кондукторская улица, дом 3А",56.275108,43.838684
10038,"Кондукторская улица, дом 3Б",56.275558,43.839798
10039,"Кондукторская улица, дом 20",56.273548,43.833759
10040,"Кондукторская улица, дом 26А",56.274200,43.837093
10041,"Кондукторская улица, дом 30",56.277279,43.838387
10042,"Кондукторская улица, дом 37",56.278404,43.840839
10043,"Кондукторская улица, дом 38",56.277603,43.842907
10044,"улица Бестужева, дом 4",56.218201,43.822163
10045,"улица Бестужева, дом 6",56.218372,43.822300
10046,"улица Бестужева, дом 8",56.218624,43.822453
10047,"улица Бестужева, дом 10",56.218842,43.822521
10048,"улица Бестужева, дом 12",56.219002,43.822605
10049,"улица Бестужева, дом 14",56.219166,43.822712
10050,"улица Бестужева, дом 16",56.219318,43.822803
10051,"улица Бестужева, дом 18",56.219482,43.822903
10052,"улица Бестужева, дом 20",56.219677,43.823002
10053,"улица Бестужева, дом 21",56.219879,43.823799
10054,"улица Бестужева, дом 22",56.219948,43.823109
10055,"улица Бестужева, дом 23",56.220055,43.823891
10056,"улица Бестужева, дом 24",56.220127,43.823208
10057,"улица Бестужева, дом 25",56.220242,43.823959
10058,"улица Бестужева, дом 26",56.220303,43.823269
10059,"улица Бестужева, дом 27",56.220394,43.824032
10060,"улица Бестужева, дом 28",56.220478,43.823368
10061,"улица Бестужева, дом 29",56.220558,43.824116
10062,"улица Бестужева, дом 30",56.220650,43.823467
10063,"улица Бестужева, дом 31",56.220768,43.824211
10064,"улица Бестужева, дом 32",56.220848,43.823559
10065,"улица Бестужева, дом 33",56.220936,43.824303
10066,"улица Бестужева, дом 34",56.221035,43.823647
10067,"улица Бестужева, дом 35",56.221107,43.824364
10068,"улица Бестужева, дом 36",56.221203,43.823719
10069,"улица Бестужева, дом 37",56.221291,43.824455
10070,"улица Бестужева, дом 38",56.221462,43.823845
10071,"улица Бестужева, дом 39",56.221455,43.824490
10072,"улица Бестужева, дом 40",56.221630,43.823925
10073,"улица Бестужева, дом 41",56.221645,43.824600
10074,"улица Бестужева, дом 42",56.221806,43.824005
10075,"улица Бестужева, дом 43",56.221813,43.824661
10076,"улица Бестужева, дом 44",56.221947,43.824070
10077,"улица Бестужева, дом 45",56.221981,43.824722
10078,"улица Бестужева, дом 46",56.222118,43.824123
10079,"улица Бестужева, дом 48",56.222260,43.824184
10080,"улица Бестужева, дом 49",56.222229,43.824848
10081,"улица Бестужева, дом 50",56.222439,43.824249
10082,"улица Бестужева, дом 52",56.222599,43.824348
10083,"Звенигородская улица, дом 1",56.312775,44.034454
10084,"Звенигородская улица, дом 2",56.312553,44.034958
10085,"Звенигородская улица, дом 3",56.313053,44.034878
10086,"Звенигородская улица, дом 4",56.312820,44.035316
10087,"Звенигородская улица, дом 5",56.313419,44.035336
10088,"Звенигородская улица, дом 6",56.313210,44.035908
10089,"Звенигородская улица, дом 7",56.313763,44.035892
10090,"Звенигородская улица, дом 8",56.313538,44.036366
10091,"улица Аркадия Гайдара, дом 1",56.221004,43.849060
10092,"улица Аркадия Гайдара, дом 3",56.220825,43.848801
10093,"улица Аркадия Гайдара, дом 5",56.220734,43.848557
10094,"улица Аркадия Гайдара, дом 7",56.220638,43.848324
10095,"улица Аркадия Гайдара, дом 9",56.220543,43.848026
10096,"улица Аркадия Гайдара, дом 11",56.220432,43.847794
10097,"улица Аркадия Гайдара, дом 13",56.220280,43.847515
10098,"улица Аркадия Гайдара, дом 15",56.219902,43.846642
10099,"улица Аркадия Гайдара, дом 16",56.218845,43.841660
10100,"улица Аркадия Гайдара, дом 17",56.219788,43.846310
10101,"улица Аркадия Гайдара, дом 18",56.219929,43.840977
10102,"улица Аркадия Гайдара, дом 18А",56.219254,43.838856
10103,"улица Аркадия Гайдара, дом 19",56.219543,43.845692
10104,"улица Аркадия Гайдара, дом 20",56.220108,43.838791
10105,"улица Аркадия Гайдара, дом 20А",56.220940,43.837677
10106,"улица Аркадия Гайдара, дом 21",56.219402,43.845333
10107,"улица Аркадия Гайдара, дом 22",56.219402,43.836987
10108,"улица Аркадия Гайдара, дом 23",56.219242,43.844990
10109,"улица Аркадия Гайдара, дом 24",56.218739,43.840042
10110,"улица Аркадия Гайдара, дом 25",56.219109,43.844612
10111,"улица Аркадия Гайдара, дом 26",56.217915,43.837730
10112,"улица Аркадия Гайдара, дом 26А",56.218018,43.836590
10113,"улица Аркадия Гайдара, дом 27",56.218987,43.844299
10114,"улица Аркадия Гайдара, дом 27А",56.218571,43.843910
10115,"улица Аркадия Гайдара, дом 28А",56.218349,43.844193
10116,"улица Аркадия Гайдара, дом 29",56.218349,43.842537
10117,"улица Аркадия Гайдара, дом 29А",56.218494,43.842995
10118,"улица Аркадия Гайдара, дом 29Б",56.218334,43.843212
10119,"улица Аркадия Гайдара, дом 31",56.218300,43.842422
10120,"улица Аркадия Гайдара, дом 33",56.218235,43.842144
10121,"улица Аркадия Гайдара, дом 35",56.218147,43.841839
10122,"улица Аркадия Гайдара, дом 37",56.218052,43.841576
10123,"улица Аркадия Гайдара, дом 39",56.217957,43.841217
10124,"улица Аркадия Гайдара, дом 41",56.217800,43.841434
10125,"улица Аркадия Гайдара, дом 42",56.216934,43.835846
10126,"улица Аркадия Гайдара, дом 43",56.217606,43.840919
10127,"улица Аркадия Гайдара, дом 44",56.216835,43.835541
10128,"улица Аркадия Гайдара, дом 45",56.217800,43.840694
10129,"улица Аркадия Гайдара, дом 46",56.216747,43.835197
10130,"улица Аркадия Гайдара, дом 47",56.217602,43.840057
10131,"улица Аркадия Гайдара, дом 48",56.216629,43.834991
10132,"улица Аркадия Гайдара, дом 49",56.217510,43.839752
10133,"улица Аркадия Гайдара, дом 50",56.216259,43.833591
10134,"улица Аркадия Гайдара, дом 50А",56.215847,43.834175
10135,"улица Аркадия Гайдара, дом 51",56.217384,43.839340
10136,"улица Аркадия Гайдара, дом 52",56.216148,43.833260
10137,"улица Аркадия Гайдара, дом 53",56.217281,43.838982
10138,"улица Аркадия Гайдара, дом 54",56.215904,43.832466
10139,"улица Аркадия Гайдара, дом 54А",56.215523,43.833202
10140,"улица Аркадия Гайдара, дом 55",56.217171,43.838631
10141,"улица Аркадия Гайдара, дом 57",56.217072,43.838253
10142,"улица Аркадия Гайдара, дом 58",56.215557,43.831470
10143,"улица Аркадия Гайдара, дом 59",56.217010,43.838028
10144,"улица Аркадия Гайдара, дом 60",56.215439,43.831093
10145,"улица Аркадия Гайдара, дом 61",56.216869,43.837471
10146,"улица Аркадия Гайдара, дом 62",56.215179,43.830296
10147,"улица Аркадия Гайдара, дом 63",56.216724,43.837006
10148,"улица Аркадия Гайдара, дом 64",56.215057,43.829880
10149,"улица Аркадия Гайдара, дом 65",56.216648,43.836735
10150,"улица Аркадия Гайдара, дом 66",56.214622,43.828526
10151,"улица Аркадия Гайдара, дом 67",56.216602,43.836430
10152,"улица Аркадия Гайдара, дом 68",56.214527,43.828236
10153,"улица Аркадия Гайдара, дом 69",56.216496,43.836060
10154,"улица Аркадия Гайдара, дом 70",56.214451,43.827976
10155,"улица Аркадия Гайдара, дом 72",56.214371,43.827690
10156,"улица Аркадия Гайдара, дом 73",56.216003,43.835846
10157,"улица Аркадия Гайдара, дом 74",56.213989,43.826630
10158,"улица Аркадия Гайдара, дом 75",56.215252,43.832539
10159,"улица Аркадия Гайдара, дом 76",56.213837,43.826061
10160,"улица Аркадия Гайдара, дом 77",56.215057,43.831921
10161,"улица Аркадия Гайдара, дом 79",56.214943,43.831543
10162,"улица Аркадия Гайдара, дом 81",56.214802,43.831100
10163,"улица Аркадия Гайдара, дом 83",56.214699,43.830742
